TF,TF gene,TF BID,gene,gene BID,regulation
AcrR,acrR,b0464,acrA,b0463,-
AcrR,acrR,b0464,acrB,b0462,-
AcrR,acrR,b0464,acrR,b0464,-
AcrR,acrR,b0464,micF,b4439,-
Ada,ada,b2213,ada,b2213,+-
Ada,ada,b2213,aidB,b4187,+
Ada,ada,b2213,alkA,b2068,+
Ada,ada,b2213,alkB,b2212,+-
AdiY,adiY,b4116,adiA,b4117,+
AdiY,adiY,b4116,gadA,b3517,+
AdiY,adiY,b4116,gadB,b1493,+
AdiY,adiY,b4116,gadC,b1492,+
AdiY,adiY,b4116,gadX,b3516,+
AdiY,adiY,b4116,gltB,b3212,+
AdiY,adiY,b4116,gltD,b3213,+
AdiY,adiY,b4116,gltF,b3214,+
AgaR,agaR,b3131,agaB,b3138,-
AgaR,agaR,b3131,agaC,b3139,-
AgaR,agaR,b3131,agaD,b3140,-
AgaR,agaR,b3131,agaI,b3141,-
AgaR,agaR,b3131,agaR,b3131,-
AgaR,agaR,b3131,agaS,b3136,-
AgaR,agaR,b3131,agaV,b3133,-
AgaR,agaR,b3131,kbaY,b3137,-
AgaR,agaR,b3131,kbaZ,b3132,-
AidB,aidB,b4187,aidB,b4187,-
AlaS,alaS,b2697,alaS,b2697,-
AllR,allR,b0506,allA,b0505,-
AllR,allR,b0506,allB,b0512,-
AllR,allR,b0506,allS,b0504,-
AllR,allR,b0506,gcl,b0507,-
AllR,allR,b0506,glxK,b0514,-
AllR,allR,b0506,glxR,b0509,-
AllR,allR,b0506,hyi,b0508,-
AllR,allR,b0506,ybbV,b0510,-
AllR,allR,b0506,ybbW,b0511,-
AllR,allR,b0506,ybbY,b0513,-
AllS,allS,b0504,allC,b0516,+
AllS,allS,b0504,allD,b0517,+
AllS,allS,b0504,allE,b0515,+
AlpA,alpA,b2624,intA,b2622,+
AlsR,rpiR,b4089,alsA,b4087,-
AlsR,rpiR,b4089,alsB,b4088,-
AlsR,rpiR,b4089,alsC,b4086,-
AlsR,rpiR,b4089,alsE,b4085,-
AlsR,rpiR,b4089,rpiB,b4090,-
AlsR,rpiR,b4089,rpiR,b4089,-
AppY,appY,b0564,appA,b0980,+
AppY,appY,b0564,appB,b0979,+
AppY,appY,b0564,appC,b0978,+
AppY,appY,b0564,hyaA,b0972,+
AppY,appY,b0564,hyaB,b0973,+
AppY,appY,b0564,hyaC,b0974,+
AppY,appY,b0564,hyaD,b0975,+
AppY,appY,b0564,hyaE,b0976,+
AppY,appY,b0564,hyaF,b0977,+
AppY,appY,b0564,yccB,b4592,+
AraC,araC,b0064,araA,b0062,+-
AraC,araC,b0064,araB,b0063,+-
AraC,araC,b0064,araC,b0064,+-
AraC,araC,b0064,araD,b0061,+-
AraC,araC,b0064,araE,b2841,+
AraC,araC,b0064,araF,b1901,+
AraC,araC,b0064,araG,b1900,+
AraC,araC,b0064,araH,b4460,+
AraC,araC,b0064,araJ,b0396,+
AraC,araC,b0064,xylA,b3565,-
AraC,araC,b0064,xylB,b3564,-
ArcA,arcA,b4401,aceA,b4015,-
ArcA,arcA,b4401,aceB,b4014,-
ArcA,arcA,b4401,aceE,b0114,-
ArcA,arcA,b4401,aceF,b0115,-
ArcA,arcA,b4401,aceK,b4016,-
ArcA,arcA,b4401,ackA,b2296,+
ArcA,arcA,b4401,acnA,b1276,-
ArcA,arcA,b4401,acnB,b0118,-
ArcA,arcA,b4401,aldA,b1415,-
ArcA,arcA,b4401,appA,b0980,+
ArcA,arcA,b4401,appB,b0979,+
ArcA,arcA,b4401,appC,b0978,+
ArcA,arcA,b4401,arcZ,b4450,-
ArcA,arcA,b4401,betA,b0311,-
ArcA,arcA,b4401,betB,b0312,-
ArcA,arcA,b4401,betI,b0313,-
ArcA,arcA,b4401,betT,b0314,-
ArcA,arcA,b4401,cadA,b4131,-
ArcA,arcA,b4401,cadB,b4132,-
ArcA,arcA,b4401,caiA,b0039,+
ArcA,arcA,b4401,caiB,b0038,+
ArcA,arcA,b4401,caiC,b0037,+
ArcA,arcA,b4401,caiD,b0036,+
ArcA,arcA,b4401,caiE,b0035,+
ArcA,arcA,b4401,caiT,b0040,+
ArcA,arcA,b4401,cydA,b0733,+
ArcA,arcA,b4401,cydB,b0734,+
ArcA,arcA,b4401,cydC,b0886,+
ArcA,arcA,b4401,cydD,b0887,+
ArcA,arcA,b4401,cyoA,b0432,-
ArcA,arcA,b4401,cyoB,b0431,-
ArcA,arcA,b4401,cyoC,b0430,-
ArcA,arcA,b4401,cyoD,b0429,-
ArcA,arcA,b4401,cyoE,b0428,-
ArcA,arcA,b4401,dctA,b3528,-
ArcA,arcA,b4401,dcuC,b0621,+
ArcA,arcA,b4401,fadA,b3845,-
ArcA,arcA,b4401,fadB,b3846,-
ArcA,arcA,b4401,fadD,b1805,-
ArcA,arcA,b4401,fadE,b0221,-
ArcA,arcA,b4401,fadH,b3081,-
ArcA,arcA,b4401,fadI,b2342,-
ArcA,arcA,b4401,fadJ,b2341,-
ArcA,arcA,b4401,fadL,b2344,-
ArcA,arcA,b4401,fnr,b1334,-
ArcA,arcA,b4401,focA,b0904,+
ArcA,arcA,b4401,fumA,b1612,-
ArcA,arcA,b4401,fumB,b4122,+
ArcA,arcA,b4401,fumC,b1611,-
ArcA,arcA,b4401,gadA,b3517,+
ArcA,arcA,b4401,gadX,b3516,+
ArcA,arcA,b4401,gatA,b2094,-
ArcA,arcA,b4401,gatB,b2093,-
ArcA,arcA,b4401,gatC,b2092,-
ArcA,arcA,b4401,gatD,b2091,-
ArcA,arcA,b4401,gatY,b2096,-
ArcA,arcA,b4401,gatZ,b2095,-
ArcA,arcA,b4401,glcA,b2975,-
ArcA,arcA,b4401,glcB,b2976,-
ArcA,arcA,b4401,glcD,b2979,-
ArcA,arcA,b4401,glcE,b4468,-
ArcA,arcA,b4401,glcF,b4467,-
ArcA,arcA,b4401,glcG,b2977,-
ArcA,arcA,b4401,glpA,b2241,-
ArcA,arcA,b4401,glpB,b2242,-
ArcA,arcA,b4401,glpC,b2243,-
ArcA,arcA,b4401,glpD,b3426,-
ArcA,arcA,b4401,gltA,b0720,-
ArcA,arcA,b4401,hemA,b1210,+
ArcA,arcA,b4401,hyaA,b0972,+
ArcA,arcA,b4401,hyaB,b0973,+
ArcA,arcA,b4401,hyaC,b0974,+
ArcA,arcA,b4401,hyaD,b0975,+
ArcA,arcA,b4401,hyaE,b0976,+
ArcA,arcA,b4401,hyaF,b0977,+
ArcA,arcA,b4401,hybA,b2996,-
ArcA,arcA,b4401,hybB,b2995,-
ArcA,arcA,b4401,hybC,b2994,-
ArcA,arcA,b4401,hybD,b2993,-
ArcA,arcA,b4401,hybE,b2992,-
ArcA,arcA,b4401,hybF,b2991,-
ArcA,arcA,b4401,hybG,b2990,-
ArcA,arcA,b4401,hybO,b2997,-
ArcA,arcA,b4401,icd,b1136,-
ArcA,arcA,b4401,iraM,b1160,+
ArcA,arcA,b4401,lldD,b3605,-
ArcA,arcA,b4401,lldP,b3603,-
ArcA,arcA,b4401,lldR,b3604,-
ArcA,arcA,b4401,lpd,b0116,-
ArcA,arcA,b4401,mdh,b3236,-
ArcA,arcA,b4401,moeA,b0827,+
ArcA,arcA,b4401,moeB,b0826,+
ArcA,arcA,b4401,ndh,b1109,+
ArcA,arcA,b4401,nuoA,b2288,-
ArcA,arcA,b4401,nuoB,b2287,-
ArcA,arcA,b4401,nuoC,b2286,-
ArcA,arcA,b4401,nuoE,b2285,-
ArcA,arcA,b4401,nuoF,b2284,-
ArcA,arcA,b4401,nuoG,b2283,-
ArcA,arcA,b4401,nuoH,b2282,-
ArcA,arcA,b4401,nuoI,b2281,-
ArcA,arcA,b4401,nuoJ,b2280,-
ArcA,arcA,b4401,nuoK,b2279,-
ArcA,arcA,b4401,nuoL,b2278,-
ArcA,arcA,b4401,nuoM,b2277,-
ArcA,arcA,b4401,nuoN,b2276,-
ArcA,arcA,b4401,oppA,b1243,-
ArcA,arcA,b4401,oppB,b1244,-
ArcA,arcA,b4401,oppC,b1245,-
ArcA,arcA,b4401,oppD,b1246,-
ArcA,arcA,b4401,oppF,b1247,-
ArcA,arcA,b4401,pflB,b0903,+
ArcA,arcA,b4401,prfA,b1211,+
ArcA,arcA,b4401,prmC,b1212,+
ArcA,arcA,b4401,ptsG,b1101,-
ArcA,arcA,b4401,puuA,b1297,-
ArcA,arcA,b4401,puuD,b1298,-
ArcA,arcA,b4401,puuR,b1299,-
ArcA,arcA,b4401,rhaT,b3907,-
ArcA,arcA,b4401,rplB,b3317,-
ArcA,arcA,b4401,rplC,b3320,-
ArcA,arcA,b4401,rplD,b3319,-
ArcA,arcA,b4401,rplP,b3313,-
ArcA,arcA,b4401,rplV,b3315,-
ArcA,arcA,b4401,rplW,b3318,-
ArcA,arcA,b4401,rpmC,b3312,-
ArcA,arcA,b4401,rpoS,b2741,-
ArcA,arcA,b4401,rpsC,b3314,-
ArcA,arcA,b4401,rpsJ,b3321,-
ArcA,arcA,b4401,rpsQ,b3311,-
ArcA,arcA,b4401,rpsS,b3316,-
ArcA,arcA,b4401,rutA,b1012,+
ArcA,arcA,b4401,rutB,b1011,+
ArcA,arcA,b4401,rutC,b1010,+
ArcA,arcA,b4401,rutD,b1009,+
ArcA,arcA,b4401,rutE,b1008,+
ArcA,arcA,b4401,rutF,b1007,+
ArcA,arcA,b4401,rutG,b1006,+
ArcA,arcA,b4401,sdhA,b0723,+-
ArcA,arcA,b4401,sdhB,b0724,+-
ArcA,arcA,b4401,sdhC,b0721,+-
ArcA,arcA,b4401,sdhD,b0722,+-
ArcA,arcA,b4401,sodA,b3908,-
ArcA,arcA,b4401,ssb,b4059,-
ArcA,arcA,b4401,sucA,b0726,+-
ArcA,arcA,b4401,sucB,b0727,+-
ArcA,arcA,b4401,sucC,b0728,+-
ArcA,arcA,b4401,sucD,b0729,+-
ArcA,arcA,b4401,tpx,b1324,-
ArcA,arcA,b4401,treB,b4240,+
ArcA,arcA,b4401,treC,b4239,+
ArcA,arcA,b4401,ubiA,b4040,-
ArcA,arcA,b4401,ubiC,b4039,-
ArcA,arcA,b4401,uvrA,b4058,-
ArcA,arcA,b4401,xylR,b3569,+
ArcA,arcA,b4401,ybdN,b0602,+
ArcA,arcA,b4401,yccB,b4592,+
ArcA,arcA,b4401,ydeA,b1528,-
ArcA,arcA,b4401,yfiD,b2579,+
ArgP,argP,b2916,argO,b2923,+
ArgP,argP,b2916,dapB,b0031,+
ArgP,argP,b2916,dnaA,b3702,+
ArgP,argP,b2916,dnaN,b3701,+
ArgP,argP,b2916,nrdA,b2234,+
ArgP,argP,b2916,nrdB,b2235,+
ArgP,argP,b2916,recF,b3700,+
ArgR,argR,b3237,argA,b2818,-
ArgR,argR,b3237,argB,b3959,-
ArgR,argR,b3237,argC,b3958,-
ArgR,argR,b3237,argD,b3359,-
ArgR,argR,b3237,argE,b3957,-
ArgR,argR,b3237,argF,b0273,-
ArgR,argR,b3237,argG,b3172,-
ArgR,argR,b3237,argH,b3960,-
ArgR,argR,b3237,argI,b4254,-
ArgR,argR,b3237,argR,b3237,-
ArgR,argR,b3237,artI,b0863,-
ArgR,argR,b3237,artJ,b0860,-
ArgR,argR,b3237,artM,b0861,-
ArgR,argR,b3237,artP,b0864,-
ArgR,argR,b3237,artQ,b0862,-
ArgR,argR,b3237,astA,b1747,+
ArgR,argR,b3237,astB,b1745,+
ArgR,argR,b3237,astC,b1748,+
ArgR,argR,b3237,astD,b1746,+
ArgR,argR,b3237,astE,b1744,+
ArgR,argR,b3237,carA,b0032,-
ArgR,argR,b3237,carB,b0033,-
ArgR,argR,b3237,gltB,b3212,-
ArgR,argR,b3237,gltD,b3213,-
ArgR,argR,b3237,gltF,b3214,-
ArgR,argR,b3237,hisJ,b2309,-
ArgR,argR,b3237,hisM,b2307,-
ArgR,argR,b3237,hisP,b2306,-
ArgR,argR,b3237,hisQ,b2308,-
ArgR,argR,b3237,infB,b3168,-
ArgR,argR,b3237,metY,b3171,-
ArgR,argR,b3237,nusA,b3169,-
ArgR,argR,b3237,pnp,b3164,-
ArgR,argR,b3237,rbfA,b3167,-
ArgR,argR,b3237,rimP,b3170,-
ArgR,argR,b3237,rpsO,b3165,-
ArgR,argR,b3237,truB,b3166,-
ArsR,arsR,b3501,arsB,b3502,-
ArsR,arsR,b3501,arsC,b3503,-
ArsR,arsR,b3501,arsR,b3501,-
AscG,ascG,b2714,ascB,b2716,-
AscG,ascG,b2714,ascF,b2715,-
AscG,ascG,b2714,ascG,b2714,-
AscG,ascG,b2714,htpG,b0473,-
AscG,ascG,b2714,prpR,b0330,-
AsnC,asnC,b3743,asnA,b3744,+
AsnC,asnC,b3743,asnC,b3743,-
AsnC,asnC,b3743,mioC,b3742,-
AsnC,asnC,b3743,mnmG,b3741,-
AtoC,atoC,b2220,atoA,b2222,+
AtoC,atoC,b2220,atoB,b2224,+
AtoC,atoC,b2220,atoD,b2221,+
AtoC,atoC,b2220,atoE,b2223,+
BaeR,baeR,b2079,acrD,b2470,+
BaeR,baeR,b2079,baeR,b2079,+
BaeR,baeR,b2079,baeS,b2078,+
BaeR,baeR,b2079,mdtA,b2074,+
BaeR,baeR,b2079,mdtB,b2075,+
BaeR,baeR,b2079,mdtC,b2076,+
BaeR,baeR,b2079,mdtD,b2077,+
BaeR,baeR,b2079,spy,b1743,+
BaeR,baeR,b2079,ycaC,b0897,+
BetI,betI,b0313,betA,b0311,-
BetI,betI,b0313,betB,b0312,-
BetI,betI,b0313,betI,b0313,-
BetI,betI,b0313,betT,b0314,-
BglJ,bglJ,b4366,bglB,b3721,+
BglJ,rcsB,b2217,bglB,b3721,+
BglJ,bglJ,b4366,bglF,b3722,+
BglJ,rcsB,b2217,bglF,b3722,+
BglJ,bglJ,b4366,bglG,b3723,+
BglJ,rcsB,b2217,bglG,b3723,+
BirA,birA,b3973,bioA,b0774,-
BirA,birA,b3973,bioB,b0775,-
BirA,birA,b3973,bioC,b0777,-
BirA,birA,b3973,bioD,b0778,-
BirA,birA,b3973,bioF,b0776,-
BolA,bolA,b0435,ampC,b4150,+-
BolA,bolA,b0435,dacC,b0839,+-
CRP,crp,b3357,aceA,b4015,-
CRP,crp,b3357,aceB,b4014,-
CRP,crp,b3357,aceE,b0114,+
CRP,crp,b3357,aceF,b0115,+
CRP,crp,b3357,aceK,b4016,-
CRP,crp,b3357,acnA,b1276,+
CRP,crp,b3357,acnB,b0118,+
CRP,crp,b3357,acs,b4069,+
CRP,crp,b3357,actP,b4067,+
CRP,crp,b3357,aer,b3072,+
CRP,crp,b3357,agaV,b3133,+
CRP,crp,b3357,agp,b1002,+
CRP,crp,b3357,aldA,b1415,+
CRP,crp,b3357,aldB,b3588,+
CRP,crp,b3357,ansB,b2957,+
CRP,crp,b3357,araA,b0062,+
CRP,crp,b3357,araB,b0063,+
CRP,crp,b3357,araC,b0064,+
CRP,crp,b3357,araD,b0061,+
CRP,crp,b3357,araE,b2841,+
CRP,crp,b3357,araF,b1901,+
CRP,crp,b3357,araG,b1900,+
CRP,crp,b3357,araH,b4460,+
CRP,crp,b3357,araJ,b0396,+-
CRP,crp,b3357,argG,b3172,+
CRP,crp,b3357,aroA,b0908,-
CRP,crp,b3357,ascB,b2716,+
CRP,crp,b3357,ascF,b2715,+
CRP,crp,b3357,aspA,b4139,+
CRP,crp,b3357,azuC,b4663,-
CRP,crp,b3357,bglB,b3721,+
CRP,crp,b3357,bglF,b3722,+
CRP,crp,b3357,bglG,b3723,+
CRP,crp,b3357,caiA,b0039,+
CRP,crp,b3357,caiB,b0038,+
CRP,crp,b3357,caiC,b0037,+
CRP,crp,b3357,caiD,b0036,+
CRP,crp,b3357,caiE,b0035,+
CRP,crp,b3357,caiF,b0034,+
CRP,crp,b3357,caiT,b0040,+
CRP,crp,b3357,cdd,b2143,+-
CRP,crp,b3357,chbA,b1736,+
CRP,crp,b3357,chbB,b1738,+
CRP,crp,b3357,chbC,b1737,+
CRP,crp,b3357,chbF,b1734,+
CRP,crp,b3357,chbG,b1733,+
CRP,crp,b3357,chbR,b1735,+
CRP,crp,b3357,chpA,b2782,+
CRP,crp,b3357,chpR,b2783,+
CRP,crp,b3357,cirA,b2155,+
CRP,crp,b3357,cpdB,b4213,+
CRP,crp,b3357,crp,b3357,+-
CRP,crp,b3357,crr,b2417,+-
CRP,crp,b3357,csgD,b1040,+
CRP,crp,b3357,csgE,b1039,+
CRP,crp,b3357,csgF,b1038,+
CRP,crp,b3357,csgG,b1037,+
CRP,crp,b3357,csiD,b2659,+
CRP,crp,b3357,csiE,b2535,+
CRP,crp,b3357,cstA,b0598,+
CRP,crp,b3357,cyaA,b3806,-
CRP,crp,b3357,cyaR,b4438,+
CRP,crp,b3357,cyoA,b0432,+
CRP,crp,b3357,cyoB,b0431,+
CRP,crp,b3357,cyoC,b0430,+
CRP,crp,b3357,cyoD,b0429,+
CRP,crp,b3357,cyoE,b0428,+
CRP,crp,b3357,cysG,b3368,-
CRP,crp,b3357,cytR,b3934,+-
CRP,crp,b3357,dadA,b1189,+-
CRP,crp,b3357,dadX,b1190,+-
CRP,crp,b3357,dctA,b3528,+
CRP,crp,b3357,dcuA,b4138,+
CRP,crp,b3357,dcuB,b4123,+
CRP,crp,b3357,dcuR,b4124,+
CRP,crp,b3357,deoA,b4382,+-
CRP,crp,b3357,deoB,b4383,+-
CRP,crp,b3357,deoC,b4381,+-
CRP,crp,b3357,deoD,b4384,+-
CRP,crp,b3357,dgsA,b1594,+-
CRP,crp,b3357,dksA,b0145,+
CRP,crp,b3357,dsdA,b2366,+
CRP,crp,b3357,dsdX,b2365,+
CRP,crp,b3357,dusB,b3260,+-
CRP,crp,b3357,entA,b0596,+
CRP,crp,b3357,entB,b0595,+
CRP,crp,b3357,entC,b0593,+
CRP,crp,b3357,entD,b0583,+
CRP,crp,b3357,entE,b0594,+
CRP,crp,b3357,entH,b0597,+
CRP,crp,b3357,envZ,b3404,+-
CRP,crp,b3357,epd,b2927,+
CRP,crp,b3357,exuT,b3093,+
CRP,crp,b3357,fadD,b1805,+
CRP,crp,b3357,fadH,b3081,+
CRP,crp,b3357,fadL,b2344,-
CRP,crp,b3357,fbaA,b2925,+
CRP,crp,b3357,feaR,b1384,+
CRP,crp,b3357,fecA,b4291,+
CRP,crp,b3357,fecB,b4290,+
CRP,crp,b3357,fecC,b4289,+
CRP,crp,b3357,fecD,b4288,+
CRP,crp,b3357,fecE,b4287,+
CRP,crp,b3357,fepA,b0584,+
CRP,crp,b3357,fis,b3261,+-
CRP,crp,b3357,fiu,b0805,+
CRP,crp,b3357,fixA,b0041,+
CRP,crp,b3357,fixB,b0042,+
CRP,crp,b3357,fixC,b0043,+
CRP,crp,b3357,fixX,b0044,+
CRP,crp,b3357,flhC,b1891,+
CRP,crp,b3357,flhD,b1892,+
CRP,crp,b3357,focA,b0904,+
CRP,crp,b3357,focB,b2492,+
CRP,crp,b3357,fucA,b2800,+
CRP,crp,b3357,fucI,b2802,+
CRP,crp,b3357,fucK,b2803,+
CRP,crp,b3357,fucO,b2799,+
CRP,crp,b3357,fucP,b2801,+
CRP,crp,b3357,fucR,b2805,+
CRP,crp,b3357,fucU,b2804,+
CRP,crp,b3357,fumA,b1612,+
CRP,crp,b3357,fumB,b4122,+
CRP,crp,b3357,fur,b0683,+
CRP,crp,b3357,gabD,b2661,+
CRP,crp,b3357,gabP,b2663,+
CRP,crp,b3357,gabT,b2662,+
CRP,crp,b3357,gadA,b3517,-
CRP,crp,b3357,gadB,b1493,-
CRP,crp,b3357,gadC,b1492,-
CRP,crp,b3357,gadE,b3512,-
CRP,crp,b3357,gadX,b3516,-
CRP,crp,b3357,galE,b0759,+-
CRP,crp,b3357,galK,b0757,+-
CRP,crp,b3357,galM,b0756,+-
CRP,crp,b3357,galP,b2943,+
CRP,crp,b3357,galS,b2151,+
CRP,crp,b3357,galT,b0758,+-
CRP,crp,b3357,gapA,b1779,+
CRP,crp,b3357,gatA,b2094,+
CRP,crp,b3357,gatB,b2093,+
CRP,crp,b3357,gatC,b2092,+
CRP,crp,b3357,gatD,b2091,+
CRP,crp,b3357,gatY,b2096,+
CRP,crp,b3357,gatZ,b2095,+
CRP,crp,b3357,gcd,b0124,-
CRP,crp,b3357,gdhA,b1761,-
CRP,crp,b3357,glcC,b2980,+
CRP,crp,b3357,glgA,b3429,+
CRP,crp,b3357,glgC,b3430,+
CRP,crp,b3357,glgP,b3428,+
CRP,crp,b3357,glgS,b3049,+
CRP,crp,b3357,glnA,b3870,+-
CRP,crp,b3357,glnG,b3868,+-
CRP,crp,b3357,glnL,b3869,+-
CRP,crp,b3357,glpA,b2241,+
CRP,crp,b3357,glpB,b2242,+
CRP,crp,b3357,glpC,b2243,+
CRP,crp,b3357,glpD,b3426,+
CRP,crp,b3357,glpE,b3425,+
CRP,crp,b3357,glpF,b3927,+
CRP,crp,b3357,glpG,b3424,+
CRP,crp,b3357,glpK,b3926,+
CRP,crp,b3357,glpQ,b2239,+
CRP,crp,b3357,glpR,b3423,+
CRP,crp,b3357,glpT,b2240,+
CRP,crp,b3357,glpX,b3925,+
CRP,crp,b3357,gltA,b0720,+
CRP,crp,b3357,gltB,b3212,-
CRP,crp,b3357,gltD,b3213,-
CRP,crp,b3357,gltF,b3214,-
CRP,crp,b3357,gntK,b3437,+
CRP,crp,b3357,gntP,b4321,+
CRP,crp,b3357,gntT,b3415,+
CRP,crp,b3357,gntU,b4476,+
CRP,crp,b3357,gntX,b3413,+
CRP,crp,b3357,grpE,b2614,+
CRP,crp,b3357,guaA,b2507,+
CRP,crp,b3357,guaB,b2508,+
CRP,crp,b3357,gutM,b2706,+
CRP,crp,b3357,gutQ,b2708,+
CRP,crp,b3357,gyrA,b2231,+
CRP,crp,b3357,hlyE,b1182,+
CRP,crp,b3357,hofB,b0107,+
CRP,crp,b3357,hofC,b0106,+
CRP,crp,b3357,hofM,b3395,+
CRP,crp,b3357,hofN,b3394,+
CRP,crp,b3357,hofO,b3393,+
CRP,crp,b3357,hofP,b3392,+
CRP,crp,b3357,hpt,b0125,+
CRP,crp,b3357,hupA,b4000,+
CRP,crp,b3357,hupB,b0440,+
CRP,crp,b3357,hyfA,b2481,+
CRP,crp,b3357,hyfB,b2482,+
CRP,crp,b3357,hyfC,b2483,+
CRP,crp,b3357,hyfD,b2484,+
CRP,crp,b3357,hyfE,b2485,+
CRP,crp,b3357,hyfF,b2486,+
CRP,crp,b3357,hyfG,b2487,+
CRP,crp,b3357,hyfH,b2488,+
CRP,crp,b3357,hyfI,b2489,+
CRP,crp,b3357,hyfJ,b2490,+
CRP,crp,b3357,hyfR,b2491,+
CRP,crp,b3357,idnD,b4267,+
CRP,crp,b3357,idnK,b4268,+
CRP,crp,b3357,idnO,b4266,+
CRP,crp,b3357,idnR,b4264,+
CRP,crp,b3357,idnT,b4265,+
CRP,crp,b3357,ilvB,b3671,+
CRP,crp,b3357,ilvN,b3670,+
CRP,crp,b3357,infB,b3168,-
CRP,crp,b3357,ivbL,b3672,+
CRP,crp,b3357,kbaZ,b3132,+
CRP,crp,b3357,lacA,b0342,+-
CRP,crp,b3357,lacY,b0343,+-
CRP,crp,b3357,lacZ,b0344,+-
CRP,crp,b3357,lamB,b4036,+
CRP,crp,b3357,lhgO,b2660,+
CRP,crp,b3357,lpd,b0116,+-
CRP,crp,b3357,lsrA,b1513,+
CRP,crp,b3357,lsrB,b1516,+
CRP,crp,b3357,lsrC,b1514,+
CRP,crp,b3357,lsrD,b1515,+
CRP,crp,b3357,lsrF,b1517,+
CRP,crp,b3357,lsrG,b1518,+
CRP,crp,b3357,lsrK,b1511,+
CRP,crp,b3357,lsrR,b1512,+
CRP,crp,b3357,lyxK,b3580,+?
CRP,crp,b3357,malE,b4034,+
CRP,crp,b3357,malF,b4033,+
CRP,crp,b3357,malG,b4032,+
CRP,crp,b3357,malI,b1620,+-
CRP,crp,b3357,malK,b4035,+
CRP,crp,b3357,malM,b4037,+
CRP,crp,b3357,malS,b3571,+
CRP,crp,b3357,malT,b3418,+
CRP,crp,b3357,malX,b1621,+
CRP,crp,b3357,malY,b1622,+
CRP,crp,b3357,manX,b1817,+
CRP,crp,b3357,manY,b1818,+
CRP,crp,b3357,manZ,b1819,+
CRP,crp,b3357,marA,b1531,+
CRP,crp,b3357,marB,b1532,+
CRP,crp,b3357,marR,b1530,+
CRP,crp,b3357,mdh,b3236,+
CRP,crp,b3357,mdtE,b3513,-
CRP,crp,b3357,mdtF,b3514,-
CRP,crp,b3357,melA,b4119,+
CRP,crp,b3357,melB,b4120,+
CRP,crp,b3357,melR,b4118,+
CRP,crp,b3357,metK,b2942,-
CRP,crp,b3357,metY,b3171,-
CRP,crp,b3357,mglA,b2149,+
CRP,crp,b3357,mglB,b2150,+
CRP,crp,b3357,mglC,b2148,+
CRP,crp,b3357,mhpA,b0347,+
CRP,crp,b3357,mhpB,b0348,+
CRP,crp,b3357,mhpC,b0349,+
CRP,crp,b3357,mhpD,b0350,+
CRP,crp,b3357,mhpE,b0352,+
CRP,crp,b3357,mhpF,b0351,+
CRP,crp,b3357,modA,b0763,+
CRP,crp,b3357,modB,b0764,+
CRP,crp,b3357,modC,b0765,+
CRP,crp,b3357,mpl,b4233,+
CRP,crp,b3357,mtlA,b3599,+
CRP,crp,b3357,mtlD,b3600,+
CRP,crp,b3357,mtlR,b3601,+
CRP,crp,b3357,murP,b2429,+
CRP,crp,b3357,murQ,b2428,+
CRP,crp,b3357,nagA,b0677,+-
CRP,crp,b3357,nagB,b0678,+-
CRP,crp,b3357,nagC,b0676,+-
CRP,crp,b3357,nagD,b0675,+-
CRP,crp,b3357,nagE,b0679,+-
CRP,crp,b3357,nanA,b3225,+
CRP,crp,b3357,nanC,b4311,+
CRP,crp,b3357,nanE,b3223,+
CRP,crp,b3357,nanK,b3222,+
CRP,crp,b3357,nanM,b4310,+
CRP,crp,b3357,nanT,b3224,+
CRP,crp,b3357,nfuA,b3414,+
CRP,crp,b3357,nirB,b3365,-
CRP,crp,b3357,nirC,b3367,-
CRP,crp,b3357,nirD,b3366,-
CRP,crp,b3357,nrdA,b2234,+
CRP,crp,b3357,nrdB,b2235,+
CRP,crp,b3357,nupC,b2393,+
CRP,crp,b3357,nupG,b2964,+-
CRP,crp,b3357,nusA,b3169,-
CRP,crp,b3357,ompA,b0957,+
CRP,crp,b3357,ompF,b0929,+
CRP,crp,b3357,ompR,b3405,+-
CRP,crp,b3357,osmY,b4376,-
CRP,crp,b3357,oxyR,b3961,+
CRP,crp,b3357,paaA,b1388,+
CRP,crp,b3357,paaB,b1389,+
CRP,crp,b3357,paaC,b1390,+
CRP,crp,b3357,paaD,b1391,+
CRP,crp,b3357,paaE,b1392,+
CRP,crp,b3357,paaF,b1393,+
CRP,crp,b3357,paaG,b1394,+
CRP,crp,b3357,paaH,b1395,+
CRP,crp,b3357,paaI,b1396,+
CRP,crp,b3357,paaJ,b1397,+
CRP,crp,b3357,paaK,b1398,+
CRP,crp,b3357,paaZ,b1387,+
CRP,crp,b3357,pdhR,b0113,+
CRP,crp,b3357,pflB,b0903,+
CRP,crp,b3357,pgk,b2926,+
CRP,crp,b3357,pncB,b0931,-
CRP,crp,b3357,pnp,b3164,-
CRP,crp,b3357,ppdD,b0108,+
CRP,crp,b3357,ppiA,b3363,+-
CRP,crp,b3357,preA,b2147,+
CRP,crp,b3357,preT,b2146,+
CRP,crp,b3357,proP,b4111,+-
CRP,crp,b3357,prpB,b0331,+
CRP,crp,b3357,prpC,b0333,+
CRP,crp,b3357,prpD,b0334,+
CRP,crp,b3357,prpE,b0335,+
CRP,crp,b3357,prpR,b0330,+
CRP,crp,b3357,psiE,b4030,-
CRP,crp,b3357,ptsG,b1101,+
CRP,crp,b3357,ptsH,b2415,+-
