REF,GSM820823,GSM820824,GSM820825,GSM820826,GSM820827,GSM820828,GSM820829,GSM820830,GSM820831,GSM820832,GSM820833,GSM820834,GSM820835,GSM820836,GSM820837,GSM820838,GSM820839,GSM820840,GSM820841,GSM820842,GSM820843,GSM820844,GSM820845,GSM820846,GSM820847,GSM820848,GSM820849,GSM820850,GSM820851,GSM820852,GSM820853,GSM820854,GSM820855,GSM820856,GSM820857,GSM820858,GSM820859,GSM820860,GSM820861,GSM820862,GSM820863,GSM820864,GSM820865,GSM820866,GSM820867,GSM820868,GSM820869,GSM820870,GSM820871,GSM820872,GSM820873,GSM820874,GSM820875,GSM820876,GSM820877,GSM820878,GSM820879,GSM820880,GSM820881,GSM820882,GSM820883,GSM820884,GSM820885,GSM820886,GSM820887,GSM820888,GSM820889,GSM820890,GSM820891,GSM820892,GSM820893,GSM820894,GSM820895,GSM820896,GSM820897,GSM820898,GSM820899,GSM820900,GSM820901,GSM820902,GSM820903,GSM820904,GSM820905,GSM820906,GSM820907,GSM820908,GSM820909,GSM820910,GSM820911,GSM820912,GSM820913,GSM820914,GSM820915,GSM820916,GSM820917,GSM820918
b0029,8.231801,8.229345,8.216775,8.127371,8.135582,8.337224,8.002241,7.915465,8.273928,8.285776,8.226084,8.199107,8.065355,8.255808,7.955821,7.953468,7.9984,8.263841,8.353538,8.37043,8.254152,8.12854,8.090731,8.487492,8.081408,8.016139,8.280776,8.338632,8.015641,8.04832,8.381212,8.309832,8.396024,8.327366,8.341731,8.156355,8.507856,8.172425,7.981889,7.881202,8.142453,8.222967,8.124248,7.92882,8.246271,7.805946,7.646195,8.128607,8.059144,8.189476,7.961752,7.802084,7.946984,8.099819,8.34382,8.314999,8.57641,8.188993,8.151804,8.423463,8.191797,8.627333,8.171462,8.936508,8.396226,8.404891,8.021645,8.739198,8.560935,7.74138,8.199923,7.864988,8.305225,8.478203,7.798655,7.574443,7.862606,8.686252,8.492888,8.207242,8.802387,8.331698,8.520948,8.73245,9.115967,8.584387,8.01843,8.390633,8.427548,8.200375,8.268801,8.070246,8.160682,8.104727,8.207,8.061724
b0030,7.803642,7.832612,7.988431,7.132992,8.53832,7.331757,8.071817,7.348062,7.851521,6.867213,7.10686,7.259385,7.478201,7.948945,7.577609,7.002875,6.765814,6.876956,7.144974,7.100266,7.353208,7.475804,7.407332,7.623906,7.503056,7.931633,7.654937,8.192841,7.075006,6.927197,7.663015,8.025766,8.265552,7.530041,7.205832,7.696459,7.552198,7.921712,7.650837,8.19962,6.951811,7.347883,6.828992,8.057448,7.787654,7.27819,7.945176,7.709437,7.589315,7.756167,7.66948,7.599737,7.129648,7.562639,7.584034,8.404258,8.101048,8.005126,7.744845,7.643312,8.015304,7.924603,7.429702,8.068595,7.763806,7.709927,7.387117,8.286502,7.882493,6.490146,7.701203,6.988067,7.477441,7.49819,7.103027,6.427422,7.41397,7.811412,7.901764,7.460506,7.682367,7.509383,7.364721,8.115939,8.023881,8.064864,7.674024,7.674557,7.846099,7.532455,8.015692,7.535132,7.567319,7.536154,7.030141,7.091524
b0031,9.205085,9.153571,9.263448,8.820589,9.108309,9.229126,8.754061,8.597734,10.140141,7.669007,8.399475,8.716727,8.719916,8.378146,8.34574,8.100618,9.422614,8.569369,8.947153,8.97246,9.096679,8.918099,8.005436,8.848734,8.08114,8.310381,8.663177,8.189793,8.503282,8.371803,8.83782,9.652861,8.87761,9.307743,8.860871,9.322315,9.120707,8.851812,7.575091,8.304309,9.14063,8.968181,9.083472,8.281749,8.854746,8.914632,8.061653,8.435051,8.902388,7.878913,8.0441,7.874562,7.906725,7.771785,8.138697,8.845855,8.426604,8.523892,8.2498,8.294345,8.306008,8.50967,8.171111,8.520609,8.634606,8.661435,8.158725,8.798954,8.748356,8.430297,8.288361,7.863084,8.12127,8.468637,8.846002,8.773051,8.974944,8.460852,8.62938,8.428687,9.538287,9.17238,9.3736,8.77258,8.728966,8.702282,8.956841,9.210059,9.133277,8.298003,8.237865,8.465921,8.063947,8.586732,8.972197,9.122336
b0032,8.91623,10.26878,8.762177,10.913897,8.659957,10.107859,7.180132,10.447961,9.984039,8.201647,10.186907,10.85298,10.782566,8.67813,9.886806,8.565527,10.485207,10.765479,11.364457,10.071046,10.018155,9.27341,10.373569,10.910169,9.853825,7.11072,7.84952,7.670556,7.78716,7.579106,7.895823,7.041203,7.664888,8.966488,9.191823,8.995288,9.421472,10.78446,6.490762,7.359723,9.827766,11.538817,9.301974,7.346838,9.546832,10.745852,6.911516,7.05993,11.019884,7.465361,7.713239,7.149911,7.255829,6.895059,7.911661,7.897438,7.62185,7.88953,7.62928,7.706499,7.999313,8.903013,10.554291,8.930222,9.099178,9.64053,9.010161,8.695101,8.812473,8.763175,8.909981,8.686974,8.676469,8.427845,10.44715,10.353974,10.119508,8.914901,8.080103,11.261778,9.830801,10.061596,10.03931,8.226317,8.105689,8.400509,9.801502,9.232279,8.967432,7.979684,7.889141,7.979057,7.730274,8.631706,10.41211,10.645472
b0033,8.493314,9.259796,8.37776,10.304424,8.213416,9.589811,7.935295,9.499839,9.75523,7.904839,9.718378,10.650782,10.559168,8.709634,9.860192,9.36973,9.791104,9.580118,10.430003,9.446176,9.455082,9.787749,9.821913,10.230009,9.722542,7.478877,8.140323,7.752569,8.630728,8.537674,8.817595,7.684231,7.756362,8.813075,8.619642,8.893557,8.806436,10.592168,7.252502,7.92705,9.317468,10.803947,8.811234,7.833908,8.907936,9.700184,7.328759,7.501117,9.923558,7.622028,7.762606,7.291159,8.069576,7.153177,8.176116,7.954359,8.04045,8.076956,7.666577,7.885238,7.867333,9.367371,10.750201,9.828188,9.061356,9.347684,9.027686,9.078826,9.068188,7.828676,8.781709,8.506365,8.666985,8.999876,10.194989,9.763994,9.691403,9.606218,8.939008,10.31737,9.380743,9.527765,9.615719,8.839923,8.792711,9.188928,9.401909,9.53758,9.499278,8.182789,8.567726,8.321619,8.175927,8.48739,9.505681,9.650553
b0034,7.549967,7.441529,8.00296,7.234343,7.756165,7.204104,7.703049,7.625304,6.711317,7.126516,7.251928,7.881509,8.208354,8.309873,8.400709,7.052432,6.80527,6.928722,8.331348,6.367157,6.647154,6.908439,6.915642,7.175034,6.624741,8.581557,7.396573,7.070723,6.445016,6.495074,7.19143,7.280346,6.913732,6.937642,6.305983,6.062514,6.587466,7.678426,8.82944,9.721266,6.732625,7.71304,6.28397,8.07117,7.825158,6.949048,8.616348,7.129579,7.263173,7.089957,7.153099,6.31147,6.092317,6.673844,7.107509,7.332024,7.232111,7.361511,7.182941,6.918178,7.091116,7.402883,7.964023,7.959294,7.000921,6.849154,7.093429,8.173392,7.756993,5.139754,6.867367,6.586954,6.966341,7.331003,7.371474,6.564846,6.826259,7.880469,7.780483,9.143311,6.929943,6.954514,7.480051,7.753946,7.857862,7.887902,7.408701,6.815741,7.168172,6.651507,6.965975,6.34812,6.938451,6.736728,6.72764,6.903952
b0035,6.854333,6.988331,6.884748,7.070453,6.910459,7.133822,7.183841,6.911108,6.937256,6.983548,6.927768,7.504852,7.243272,7.653129,7.51191,6.948954,6.984838,6.753566,7.153311,6.705771,6.880805,6.95632,7.000401,7.298859,7.246691,6.986656,6.965837,7.046917,7.120747,6.841913,7.343127,7.036859,6.922632,7.075457,6.798667,7.007799,6.709524,7.128569,6.924554,7.16591,6.656855,7.03967,6.979979,7.066383,7.231927,6.405889,6.661261,6.639261,7.271419,8.056187,8.576434,8.113762,7.364225,8.730543,8.483356,8.07213,7.50652,7.945343,8.368435,7.580202,7.464483,7.822114,7.701033,8.010811,7.201344,7.610697,7.553973,8.307177,8.210592,5.675325,7.086639,6.752839,7.014841,7.715362,6.898911,6.587774,6.599113,7.880398,8.114329,7.434695,7.119226,6.891533,6.714806,7.83303,8.144893,7.903404,7.315446,7.606322,7.676342,7.773697,7.720164,7.394922,7.506943,7.46369,6.488601,7.054981
b0036,7.498034,7.599909,7.432569,7.810878,7.673169,7.822746,7.825839,7.599552,7.595496,7.790626,7.68186,8.056498,7.768952,8.014562,7.631067,7.693458,7.774934,7.43174,7.797085,7.501806,7.610096,7.711729,7.766865,8.019974,7.754238,7.634726,7.608398,7.728538,7.708445,7.455172,7.908552,7.616226,7.596313,7.789715,7.585162,7.89102,7.345448,7.843036,7.522305,7.627737,7.414783,7.946889,7.694099,7.675627,7.763304,7.338656,7.253542,7.168941,7.653,7.837945,8.51547,7.664044,7.621742,8.35478,8.366316,8.043839,7.455379,8.128929,8.342821,7.852306,7.596351,7.897546,8.047833,7.955291,7.429645,7.859919,7.920042,8.386677,8.270788,6.626702,7.41958,7.295334,7.264853,7.803446,7.448348,7.346098,7.284623,8.390244,8.019419,7.751965,7.7193,7.500633,7.355419,8.260144,8.325757,8.053018,7.901192,7.692857,7.764569,8.069633,8.03941,7.881647,7.794134,7.531855,7.707366,7.9874
b0037,6.078615,6.040526,5.94099,6.481505,6.203109,6.263626,6.38762,6.837651,6.272292,5.915863,6.062034,6.676428,6.439855,6.794842,6.484235,6.573741,6.284724,6.187101,6.49607,5.958804,6.223043,6.249917,6.235149,6.450301,6.14785,6.173994,6.031137,6.192229,6.418092,6.247538,6.689989,6.051652,6.214221,6.514774,6.122604,6.449569,6.046109,6.5467,6.228602,6.258787,5.91942,6.485993,6.143057,6.192856,6.634663,6.024568,6.04566,5.65584,6.322853,7.604994,7.832312,7.13797,6.593978,7.838504,7.55101,7.618407,6.806196,7.196413,7.87949,7.319313,7.976667,6.742135,6.497577,7.00663,6.133164,6.422406,6.613538,7.174263,7.121839,5.04689,6.091137,6.132347,5.913931,6.65586,6.210892,5.901559,6.049952,7.154841,6.974273,7.070606,6.236195,6.168027,6.148705,6.944188,7.161749,6.910417,6.224641,6.580477,6.746173,7.13401,6.835804,6.549592,6.621584,6.44575,6.432596,6.427887
b0038,6.26931,6.408904,6.326181,6.48523,6.685219,6.301646,6.87939,6.890825,6.30706,6.218701,6.360557,6.859428,6.692158,7.360562,6.893366,6.950992,6.18932,6.086622,6.38676,6.119046,6.265031,6.576093,6.414377,6.409356,6.474264,6.637331,6.586801,6.465432,6.85439,6.289409,6.601449,6.529612,6.341684,6.456282,6.409762,6.459577,6.345696,6.578721,6.303141,6.659727,6.190607,6.375553,6.317767,6.76428,6.758529,6.288111,6.624342,6.267541,6.231604,7.081871,7.779219,6.883918,6.656261,7.364052,7.484407,7.182623,6.769507,7.394918,7.891369,7.359748,8.651106,6.865953,7.251774,7.111173,7.216649,7.428899,7.8145,7.380986,8.030791,5.716316,7.467565,7.58784,7.429245,6.371914,6.287065,5.813237,6.447075,7.045586,6.988229,7.168737,6.291575,6.407771,6.364121,6.991854,7.402753,6.631595,7.330846,6.920905,6.833691,6.683183,7.008666,6.364184,6.874484,6.232308,6.404922,6.343058
b0039,6.542309,6.565148,6.510464,6.618884,6.694867,6.559007,6.985265,6.754005,6.766064,7.044098,6.897561,7.215581,6.778359,7.664432,7.241599,6.961631,6.754747,6.487126,6.689462,6.278408,6.506539,6.44304,6.803941,6.826316,6.646898,6.777396,6.558598,6.791712,6.846227,6.308626,7.103675,6.74638,6.950247,6.802793,6.464643,6.536282,6.409008,6.711252,6.607252,6.725054,6.252168,6.514886,6.392424,6.814618,6.954372,6.531967,6.638371,6.29911,6.656139,7.546186,8.346034,7.118329,6.571408,7.724776,8.218888,7.884559,7.262452,7.775095,8.164841,7.487244,7.725115,6.963013,7.361667,7.32501,7.163659,7.680771,7.633467,7.425346,8.05716,5.713418,7.395674,7.472684,7.422147,6.85031,6.509888,6.036654,6.501644,7.414804,7.501396,7.27316,6.716791,6.574177,6.522603,7.197051,7.529903,7.045438,7.17656,6.947305,7.115113,7.06772,7.082159,6.615143,6.953145,6.724991,6.781506,6.747609
b0040,6.757771,6.656806,6.617648,6.846173,6.832283,6.695221,7.024523,6.913634,6.857769,6.668531,6.790272,7.38726,7.067486,7.371362,7.081726,6.942523,6.935012,6.567162,6.887599,6.664596,6.861391,6.77289,6.924733,7.013195,7.208472,7.034927,6.950214,6.98959,7.074537,6.558536,7.277692,6.832345,6.897522,7.02765,6.903404,7.101608,6.726696,6.966856,6.772509,6.886689,6.576058,6.87942,6.788525,7.066164,7.200375,6.460499,6.741884,6.314944,6.812812,7.74562,8.461412,7.432675,6.646115,8.025841,8.098032,7.746376,7.768047,8.052233,8.37496,7.807122,7.480183,7.265676,7.074776,7.377529,6.620358,7.469789,7.409709,7.529879,7.428265,6.003865,7.020063,6.842973,6.661867,7.129235,6.572219,6.59256,6.611193,7.296808,7.339985,7.272413,6.866593,6.817996,6.695024,7.266505,7.936568,7.198076,6.937846,7.114033,6.961849,7.459234,7.199106,6.810287,7.016463,6.848459,6.950721,6.976428
b0041,5.814635,5.658462,5.85751,5.957615,6.118976,6.254818,6.33993,6.045211,6.244061,5.789409,5.823092,6.517179,6.023532,6.111723,6.217097,6.145291,5.843877,5.846196,6.156312,5.766738,6.058053,6.135501,6.178682,6.058982,6.100165,6.25768,6.027339,5.918328,5.999694,5.478151,6.149504,5.983939,6.058758,6.052004,5.905804,6.048034,5.825325,5.872621,5.906436,6.081567,5.674029,5.965633,5.803573,6.216028,6.122828,5.667651,5.883048,5.496356,6.009787,7.170521,8.198924,6.993196,6.055458,7.153542,7.551603,7.305356,7.228815,7.412428,7.983245,7.114668,7.000843,6.584374,5.895133,6.575834,5.388349,6.126489,6.129448,6.845138,6.374164,5.307932,5.282557,5.795354,5.456258,6.31046,5.758613,5.665176,5.745721,6.599138,6.387183,6.708895,5.929104,5.827122,5.818694,6.563043,6.453162,6.277056,5.935188,6.230806,5.949546,6.643442,6.377978,6.104823,6.227194,5.886823,5.954723,6.208809
b0042,7.211592,7.162925,7.304255,7.451268,7.510534,7.561125,7.570983,7.306117,7.425985,7.138246,7.074016,7.861625,7.532228,7.97066,7.721063,7.562942,7.448587,7.047392,7.313551,7.242855,7.357795,7.35546,7.556594,7.73732,7.775708,7.64764,7.43967,7.522531,7.548182,7.069581,7.629804,7.384017,7.631917,7.42967,7.339117,7.608374,7.234304,7.495611,7.477712,7.585219,7.190111,7.619467,7.259957,7.556485,7.342956,7.056291,7.226027,7.222315,7.439925,8.369533,8.928399,8.28108,7.585295,8.610033,8.618823,8.362502,8.512752,8.571086,9.128341,8.561396,8.291206,8.083795,7.32446,7.732941,7.136765,7.679148,7.52133,8.010692,7.807222,6.85242,7.074106,7.419013,7.027298,7.675683,7.268815,6.843754,7.091073,7.842663,7.860146,7.79603,7.336426,7.401449,7.11405,7.89094,8.359352,7.687635,7.377014,7.581461,7.342821,8.215799,8.22005,7.518641,7.828031,7.281902,7.504356,7.562606
b0043,6.424365,6.147909,6.465495,6.566871,6.766871,6.482114,6.834507,6.566056,6.447947,6.180427,6.215839,6.987538,6.609002,6.781259,6.846297,6.381456,6.474791,6.105176,6.566267,6.343367,6.523081,6.366931,6.364458,6.704757,6.567221,6.716055,6.426827,6.60482,6.336699,6.245443,6.890815,6.448401,6.432727,6.456186,6.445492,6.434586,6.331522,6.567461,6.504455,6.795259,6.276968,6.664391,6.287453,6.795177,6.832994,6.088777,6.437344,6.175199,6.515923,7.679686,8.25269,7.757328,6.835032,7.866796,7.916793,7.768875,7.608519,7.651749,8.671035,7.72333,7.63838,6.932917,6.016975,7.067291,6.074939,6.428147,6.495533,7.308392,7.197958,5.766828,6.019884,6.33378,5.853109,6.778045,6.209638,5.844359,6.243845,7.062648,7.077499,6.949036,6.446254,6.345004,6.253414,6.98772,7.075625,6.858666,6.300012,6.847639,6.764448,6.887667,7.213782,6.774149,6.862148,6.539598,6.606998,6.598219
b0044,6.511712,6.370627,6.688207,6.838143,6.953128,6.794503,7.035395,6.802301,6.491019,6.823097,6.668578,7.302638,7.136113,7.452623,7.13842,6.817601,6.847621,6.363197,6.736296,6.483858,6.76659,6.548171,6.629183,7.032793,7.12935,6.880243,6.569479,6.909765,6.824267,6.653882,6.991866,6.748766,6.983126,6.779055,6.83619,6.604132,6.762253,6.833996,6.804063,6.984351,6.512277,6.948707,6.659035,6.967684,7.043155,6.362883,6.488907,6.456331,6.770224,8.012393,8.548438,7.540799,7.163208,8.269661,8.236594,7.937527,7.680522,8.279358,8.745573,8.135028,8.111527,7.480068,6.658895,7.422485,6.292177,7.023092,6.859104,7.879485,7.369017,5.980405,6.565692,6.567761,6.320511,7.270261,6.598375,5.939871,6.447359,7.364081,7.607105,7.156319,6.509037,6.692292,6.425449,7.556386,7.565994,7.436062,6.762104,6.991912,7.13533,7.553201,7.634574,7.576771,7.358182,7.025797,6.985994,6.899094
b0045,6.221,6.002273,6.191071,6.369571,6.531203,6.406809,6.538394,6.256108,6.443355,6.307962,6.384913,6.940397,6.660948,7.102474,6.870691,6.610147,6.293021,6.245476,6.527109,6.152916,6.380881,5.998462,6.469532,6.580285,6.662502,6.50542,6.120955,6.500026,6.333082,6.27177,6.834608,6.39579,6.593423,6.437362,6.503031,6.269287,6.191805,6.308041,6.504722,6.461569,6.089452,6.64488,6.343411,6.621809,6.782243,6.085912,5.987321,6.075027,6.597314,8.362387,9.027781,8.314784,7.187252,8.373012,8.446498,8.322055,7.912024,8.053432,8.645317,8.254799,7.758415,7.099834,6.259723,7.438933,5.955956,6.679135,6.315156,7.581135,7.299689,5.659424,6.337745,6.278391,5.965818,7.037249,6.219831,5.582948,6.109231,7.167738,7.463773,7.050739,5.922698,6.067723,5.965857,7.360584,7.157558,7.281677,6.449249,6.654619,6.867649,7.113857,7.200162,6.74714,6.856015,6.754426,6.516441,6.440932
b0046,6.330347,6.192884,6.341569,6.439598,6.513818,6.222685,6.728287,6.528385,6.220033,6.344008,6.320932,6.892887,6.505523,7.036921,6.804166,6.2917,6.483628,6.454444,6.447445,6.398067,6.454526,6.078393,6.270624,6.55023,6.507546,6.615117,6.120015,6.607066,6.117339,6.076437,6.374772,6.530867,6.619181,6.43226,6.689139,6.420816,6.651359,6.070964,6.258935,6.443359,6.428299,6.470322,6.490748,6.548276,6.636518,6.324828,6.344498,6.351678,6.350969,7.274034,8.047364,7.549931,6.752838,7.679842,7.24427,7.442916,7.785801,7.665027,7.997572,7.560353,7.635263,6.863611,6.317117,6.786175,6.048407,6.250709,6.066371,7.296976,6.82226,6.105082,5.958082,6.152009,6.137876,6.714086,6.240855,6.010812,6.371106,6.791843,6.758734,6.916983,6.118933,6.360808,6.186349,6.964122,6.584442,6.801212,6.503965,6.120809,6.344469,6.67199,7.156302,6.68845,6.700005,6.797535,6.36405,6.455789
b0047,7.804897,7.636846,7.954573,7.919058,8.081167,7.728235,8.386956,8.261221,7.465531,7.569498,7.771277,8.351319,8.168245,8.349329,8.133443,7.925499,8.013362,7.814724,7.726141,7.703098,8.041718,7.558262,7.860894,8.069164,7.843426,8.23454,7.892927,8.19658,7.956165,7.697012,8.004375,8.052681,8.088057,7.982322,8.474667,7.855083,8.383923,7.981909,8.114041,7.906897,8.312193,7.979827,8.35676,8.34192,8.297556,7.819532,8.236643,7.905917,7.95649,8.8155,8.835985,8.927655,8.460078,9.12827,8.708816,8.509296,8.655346,8.734962,9.165858,8.724052,8.885815,8.186434,7.547233,8.043271,7.766508,8.010725,7.580645,8.429907,7.957632,7.651912,7.705449,7.612402,7.615974,7.811135,7.706326,7.399183,7.921403,8.0951,8.293221,8.095698,7.666056,7.829815,7.839985,8.306191,8.412427,8.287692,8.038444,8.151281,8.229599,8.25376,8.396579,8.11884,8.394429,8.01505,7.7005,7.620051
b0048,8.214174,8.969647,7.906343,8.603389,8.26298,8.318155,8.399962,8.949482,7.892394,8.74474,8.329922,8.753239,8.392391,9.054565,8.963517,8.409439,8.427208,8.436863,8.69729,8.441954,8.121548,8.058915,8.248537,8.298478,8.413128,8.738986,8.067028,8.209687,8.281212,8.129069,8.423707,9.180698,8.551748,8.743684,9.016544,8.675121,9.032498,8.074566,9.698199,8.579931,7.915652,8.471573,7.998062,8.546888,8.020746,8.172342,8.465496,8.04802,8.213069,8.159052,8.795437,8.374221,8.057415,8.468729,8.494525,9.504113,9.952541,9.463053,9.450482,8.914276,8.652883,8.200632,7.882099,8.115452,8.037195,7.955708,7.83056,8.240956,8.127067,8.310573,8.0445,7.822531,7.922855,7.699237,8.083739,8.095386,8.657459,8.381024,8.158841,9.917592,8.275147,8.565351,8.621573,7.989857,8.414473,8.162892,8.283821,7.988289,8.096452,7.909677,8.539187,7.913361,8.493225,8.060224,8.463613,8.4796
b0049,7.538486,7.555911,7.308223,7.530881,7.410111,7.607159,7.754948,7.422106,7.454111,7.054758,7.28095,7.717927,7.601093,7.990135,7.610953,7.443671,7.411011,7.539744,7.737198,7.399055,7.472895,7.170647,7.394101,7.546733,7.491296,7.201264,7.193089,7.520778,7.267721,7.149749,7.621858,7.377271,7.74636,7.3405,7.908467,7.754248,7.79123,7.245368,7.360565,7.086668,7.742584,7.639423,7.57366,7.173504,7.442071,7.237136,7.168819,7.358156,7.539567,8.557089,8.928268,8.613527,7.784568,8.743438,8.699217,8.420674,8.33574,8.68362,8.874962,8.528821,8.556236,7.937405,7.53275,8.039771,7.702034,7.43284,7.446351,8.263905,8.056094,7.533948,7.397927,7.277268,7.231486,7.385298,7.310526,6.981842,7.719153,7.590616,8.169144,8.104446,7.119389,7.323534,7.348813,7.645487,8.125695,8.107543,7.345941,7.52117,7.482742,7.670056,7.87816,7.572749,7.737849,7.788413,7.263655,7.122042
b0050,8.518554,8.855439,8.554255,8.473194,8.437739,8.320396,8.668638,8.656085,8.060911,7.645126,8.582503,8.569175,8.472299,8.355436,8.260574,8.378487,8.550483,8.72261,8.598546,8.475215,8.434839,8.406399,7.950964,8.551194,7.989147,8.433066,8.106978,8.444845,8.468707,8.344697,8.444637,8.481355,8.433184,8.302509,8.964685,8.533449,8.856137,7.977819,8.641296,7.644638,8.707468,8.722134,8.718328,8.458146,8.377261,8.604447,8.750334,8.865866,8.408948,7.661821,8.154497,8.009394,7.92741,7.937554,7.934475,8.035451,8.372275,8.082851,8.65677,8.431601,8.446795,7.975784,8.752939,8.267931,8.564376,8.27266,8.544354,7.941357,8.024471,8.289075,8.323566,8.545604,8.416262,7.39019,8.234948,8.372728,8.711545,7.944979,7.389207,8.488215,7.969469,7.995615,8.206488,8.031209,8.291546,7.82041,8.238386,7.778913,7.916765,7.780777,8.12687,7.618363,8.571224,8.005513,8.462212,8.387541
b0051,8.604553,9.074599,8.555906,8.682583,8.429343,8.627325,8.69537,8.885939,8.405826,8.156525,8.551655,8.822703,8.458354,8.546932,8.534603,8.386334,8.733295,8.982517,8.889199,8.7335,8.401084,8.46146,8.199044,8.742626,8.335485,8.378591,8.407504,8.622173,8.570462,8.383926,8.55882,8.410094,8.5499,8.359385,8.919827,8.616421,8.767878,8.27365,8.47238,8.062371,8.701463,8.865353,8.777966,8.569252,8.543888,8.653877,8.68407,8.857394,8.616322,7.312734,8.420259,7.752832,7.82931,7.439744,7.838178,7.885705,8.353742,8.01498,8.518676,8.43206,8.389108,7.83102,8.533541,7.926616,8.43357,8.147143,8.189887,7.767442,7.634249,8.163856,8.050994,8.084927,7.976658,7.541937,8.397434,8.8282,8.854621,7.92987,7.567869,8.591229,8.265075,8.303976,8.304747,7.803957,8.132421,7.532118,8.221232,7.699275,7.675364,8.091088,8.547841,8.135764,8.442791,8.389799,8.585263,8.822078
b0052,8.583066,9.178707,8.399113,8.627145,8.395436,8.208058,8.385412,8.898945,8.429172,8.143919,8.524607,8.611228,8.376983,8.375658,8.297988,8.447909,8.597995,8.765137,8.785521,8.901937,8.552499,8.408909,8.004195,8.700551,8.261892,8.234702,8.31866,8.41011,8.712502,8.437668,8.745378,8.419872,8.235596,8.357633,8.700158,8.462964,8.57312,8.38766,8.32347,8.112684,8.656502,8.612531,8.491439,8.218573,8.579699,8.503864,7.951264,8.432569,8.591706,8.001748,8.819721,8.057318,7.988025,7.90888,8.356174,8.083721,8.525204,8.132419,8.819536,8.533839,8.562602,8.350867,8.479126,8.416339,8.238853,8.253201,7.986605,8.263161,7.803828,8.21135,7.928387,8.050777,7.750445,7.903192,8.348831,9.043619,8.714874,8.195845,8.173747,8.49014,8.132299,8.259974,8.270001,8.17457,8.343838,8.039808,8.092328,7.792623,7.844006,8.061817,8.676742,7.928861,8.437481,8.141921,8.71833,8.937062
